year,month,decimal_year,body,longitude_deg
1426,1,1426.0416666666667,Venus,265.3665310104375
1426,1,1426.0416666666667,Mars,296.2791026089455
1426,1,1426.0416666666667,Jupiter,251.80212973177862
1426,1,1426.0416666666667,Saturn,237.25008031943605
1426,2,1426.125,Mercury,344.5455572292166
1426,2,1426.125,Venus,303.02363820193
1426,2,1426.125,Mars,320.6271474660879
1426,2,1426.125,Jupiter,256.4026532758547
1426,2,1426.125,Saturn,238.63981004282445
1426,3,1426.2083333333333,Mercury,11.827345531231144
1426,3,1426.2083333333333,Venus,337.2802327010046
1426,3,1426.2083333333333,Mars,342.6057629861624
1426,3,1426.2083333333333,Jupiter,258.58426840908834
1426,3,1426.2083333333333,Saturn,238.55205340304468
1426,4,1426.2916666666667,Mercury,7.130373229271268
1426,4,1426.2916666666667,Venus,15.25474530412002
1426,4,1426.2916666666667,Mars,6.591377080258
